Claims,Key Points
Bananas can help you get rid of anxiety and stress and lift your moods instantly.,"{'main': 'Bananas can help you get rid of anxiety and stress and lift your moods instantly.', 'combined': ['Bananas can help get rid of anxiety and stress, which can lift your mood.', 'Bananas can instantly lift your mood by getting rid of anxiety and stress.'], 'single': ['Bananas can help get rid of anxiety and stress.', 'Bananas can lift your mood.', 'Bananas can do so instantly.']}"
"American Country singer-songwriter, George Strait, had a tragic end on December 31, 2022.","{'main': 'American Country singer-songwriter, George Strait, had a tragic end on December 31, 2022.', 'combined': [], 'single': ['George Strait is an American Country singer-songwriter', 'George Strait had a tragic end', 'The tragic end occurred on December 31, 2022']}"
Niger has the highest fertility rate in Nigeria’s north-central zone.,"{'main': 'Niger has the highest fertility rate in Nigeria’s north-central zone.', 'combined': [], 'single': ['Niger has the highest fertility rate.', 'It is located in Nigeria’s north-central zone.']}"
Aluminium-based antiperspirants cause breast cancer.,"{'main': 'Aluminium-based antiperspirants cause breast cancer.', 'combined': ['Aluminium from antiperspirants can be absorbed through the skin and accumulate in breast tissue.', 'Absorbed aluminium can potentially contribute to the development of breast cancer.'], 'single': ['Aluminium-based compounds are used in antiperspirants.', 'Aluminium can be absorbed through the skin.', 'Aluminium has been found in breast tissue of women with breast cancer.']}"
"Interviews with two men linked to Amerie Jo Garza, a 10 year old girl who died in the Uvalde shooting massacre, are crisis actors.","{'main': 'Interviews with two men linked to Amerie Jo Garza, a 10 year old girl who died in the Uvalde shooting massacre, are crisis actors.', 'combined': ['The two men, who are linked to Amerie Jo Garza, a 10-year-old girl who died in the Uvalde shooting massacre, are alleged to have given fake interviews.'], 'single': ['Interviews with two men linked to Amerie Jo Garza are in question.', 'The two men are linked to Amerie Jo Garza, a 10-year-old girl who died in the Uvalde shooting massacre.', 'The interviews are alleged to be crisis actors.']}"
"Republican Sen. Ron Johnson “supported flooding our streets with guns, and making it easier for violent criminals and domestic abusers to get them.” The cited votes were against gun-control measures.","{'main': 'Republican Sen. Ron Johnson “supported flooding our streets with guns, and making it easier for violent criminals and domestic abusers to get them.” The cited votes were against gun-control measures.', 'combined': [""Sen. Ron Johnson's votes against gun-control measures led to making it easier for violent criminals and domestic abusers to get guns, which in turn contributed to flooding our streets with guns.""], 'single': ['Sen. Ron Johnson voted against gun-control measures.', 'His votes made it easier for violent criminals and domestic abusers to get guns.', 'His votes contributed to flooding our streets with guns.']}"
"In his homily aired on the SMNIO channel, Apollo Quiboloy said he wants doctor Chao Tiao Yumol to be canonized or declared a saint.","{'main': 'In his homily aired on the SMNIO channel, Apollo Quiboloy said he wants doctor Chao Tiao Yumol to be canonized or declared a saint.', 'combined': ['Apollo Quiboloy expressed a desire in his homily aired on the SMNIO channel.', 'Apollo Quiboloy wants doctor Chao Tiao Yumol to be canonized or declared a saint through his homily.'], 'single': ['Apollo Quiboloy expressed a desire in his homily.', 'The desire is for doctor Chao Tiao Yumol to be canonized or declared a saint.', 'The homily was aired on the SMNIO channel.']}"
"Video shows South Sudan president, Kiir Mayardit, apologizing to Putin after Putin threatened the country.","{'main': 'Video shows South Sudan president, Kiir Mayardit, apologizing to Putin after Putin threatened the country.', 'combined': ['Kiir Mayardit apologized to Putin because Putin threatened South Sudan'], 'single': ['Video shows South Sudan president, Kiir Mayardit, apologizing', 'Kiir Mayardit apologized to Putin', 'Putin threatened South Sudan', ""Kiir Mayardit's apology was a response to Putin's threat""]}"
"President Joe Biden is actually ""unelected"" and his status as president is ""in violation of the Constitution.""","{'main': 'President Joe Biden is actually ""unelected"" and his status as president is ""in violation of the Constitution.""', 'combined': [], 'single': [""President Joe Biden's election is disputed."", 'His presidency is claimed to be unconstitutional.']}"
"American police in San Antonio, found a human trafficking ring near that city's Ingram Mall. ","{'main': ""American police in San Antonio, found a human trafficking ring near that city's Ingram Mall. "", 'combined': [], 'single': ['American police in San Antonio found a human trafficking ring', 'The human trafficking ring was located near Ingram Mall']}"
"N55.3 trillion was allocated to the education sector by the federal government between 2016 and 2021 in Nigeria.

","{'main': 'N55.3 trillion was allocated to the education sector by the federal government between 2016 and 2021 in Nigeria.\n\n', 'combined': [], 'single': ['₦55.3 trillion was allocated to the education sector.', 'The allocation was made by the federal government.', 'The allocation period was between 2016 and 2021.', 'The allocation was made in Nigeria.']}"
"Less than 10% of the funds allocated to education in Nigeria in 2016 to 2021, representing N3.5 trillion, had been given to the sector.

","{'main': 'Less than 10% of the funds allocated to education in Nigeria in 2016 to 2021, representing N3.5 trillion, had been given to the sector.\n\n', 'combined': [], 'single': ['Less than 10% of the funds allocated to education in Nigeria from 2016 to 2021 had been given to the sector.', 'The total amount allocated to education during this period is N3.5 trillion.']}"
Not a single life was taken by Hurricane Ian in Cuba.,"{'main': 'Not a single life was taken by Hurricane Ian in Cuba.', 'combined': [], 'single': ['Hurricane Ian did not cause any fatalities in Cuba.', 'Cuba was affected by Hurricane Ian.']}"
Studies show egg yolks significantly increase immunity against Covid-19.,"{'main': 'Studies show egg yolks significantly increase immunity against Covid-19.', 'combined': [], 'single': ['Egg yolks increase immunity against Covid-19', 'Studies support the claim']}"
Studies showing egg yolks significantly increase immunity against Covid-19 are linked to egg shortages.,"{'main': 'Studies showing egg yolks significantly increase immunity against Covid-19 are linked to egg shortages.', 'combined': [], 'single': ['Studies show that egg yolks increase immunity against Covid-19.', 'There is a link between these studies and egg shortages.']}"
There are Western-sponsored bioweapons laboratories in Ukraine.,"{'main': 'There are Western-sponsored bioweapons laboratories in Ukraine.', 'combined': [], 'single': ['There are bioweapons laboratories in Ukraine.', 'These laboratories are sponsored by Western countries.']}"
A skin pinch test on the hand can be used to check for dehydration.,"{'main': 'A skin pinch test on the hand can be used to check for dehydration.', 'combined': [], 'single': ['A skin pinch test can be used to check for dehydration.', 'The test is performed on the hand.']}"
"America has 1,477 Deep Underground Military Bases around  the World","{'main': 'America has 1,477 Deep Underground Military Bases around  the World', 'combined': [], 'single': ['America has Deep Underground Military Bases around the world.', 'The number of these bases is 1,477.']}"
"A study shows short breaks during a working day cause mental exhaustion that affects a person’s focus, as well as attention, learning and visual recognition.","{'main': 'A study shows short breaks during a working day cause mental exhaustion that affects a person’s focus, as well as attention, learning and visual recognition.', 'combined': ['Short breaks during a working day cause mental exhaustion that affects a person’s focus.', 'Short breaks during a working day cause mental exhaustion that affects a person’s attention, learning and visual recognition.'], 'single': ['Short breaks during a working day cause mental exhaustion.', 'Mental exhaustion affects a person’s focus.', 'Mental exhaustion affects a person’s attention, learning and visual recognition.']}"
"The United States criticized Nigeria’s February 25 2023 presidential election, asking if the declared results were correct.","{'main': 'The United States criticized Nigeria’s February 25 2023 presidential election, asking if the declared results were correct.', 'combined': [""The United States questioned the accuracy of the declared results of Nigeria's presidential election held on February 25, 2023.""], 'single': [""The United States criticized Nigeria's presidential election."", 'The criticism was related to the declared results of the election.', 'The election in question was held on February 25, 2023.']}"
"The interior of Earth is actually hollow, with access points at the North and South Poles that lead to a mythical land that is home to superhumans and extraterrestrial beings with advanced technology.","{'main': 'The interior of Earth is actually hollow, with access points at the North and South Poles that lead to a mythical land that is home to superhumans and extraterrestrial beings with advanced technology.', 'combined': ['The access points at the North and South Poles lead to a mythical land.', 'The mythical land is inhabited by superhumans and extraterrestrial beings with advanced technology.'], 'single': ['The interior of Earth is hollow.', 'There are access points at the North and South Poles.', 'The access points lead to a mythical land.', 'This land is home to superhumans and extraterrestrial beings.', 'The beings in the land have advanced technology.']}"
Apostle Suleman’s daughter was killed in Edo convoy attack in Nigeria,"{'main': 'Apostle Suleman’s daughter was killed in Edo convoy attack in Nigeria', 'combined': [""Apostle Suleman's daughter was killed in a convoy attack in Edo, Nigeria.""], 'single': [""Apostle Suleman's daughter was killed."", 'The killing occurred in a convoy attack.', 'The attack happened in Edo, Nigeria.']}"
The Ukrainian flag delivered to Washington by Ukrainian President Volodymyr Zelenskyy had The 'Nazi SS' Symbol on it.,"{'main': ""The Ukrainian flag delivered to Washington by Ukrainian President Volodymyr Zelenskyy had The 'Nazi SS' Symbol on it."", 'combined': [""The Ukrainian flag delivered by President Zelenskyy to Washington had a controversial symbol, specifically the 'Nazi SS' symbol.""], 'single': ['Ukrainian President Volodymyr Zelenskyy delivered a Ukrainian flag to Washington.', 'The flag had a symbol on it.', ""The symbol was identified as the 'Nazi SS' symbol.""]}"
Sunscreen is bad for your skin,"{'main': 'Sunscreen is bad for your skin', 'combined': ['Chemical active ingredients in sunscreen can cause skin irritation and allergic reactions, which can be exacerbated by prolonged sun exposure due to a false sense of security.', 'Chemical active ingredients and toxic chemicals in sunscreen can combine to cause skin irritation, allergic reactions, and other harm.'], 'single': ['Chemical active ingredients in sunscreen can cause skin irritation and allergic reactions.', 'Sunscreen can create a false sense of security, leading to prolonged sun exposure and increased risk of skin damage.', 'Many commercial sunscreens contain toxic chemicals that can be absorbed into the skin and cause harm.']}"
36 US states currently have some sort of voter ID law in effect in May 2023,"{'main': '36 US states currently have some sort of voter ID law in effect in May 2023', 'combined': [], 'single': ['36 US states have voter ID laws in effect', 'Voter ID laws are in effect as of May 2023']}"
The Marcos family did not brutalize the Philippines.,"{'main': 'The Marcos family did not brutalize the Philippines.', 'combined': [""The Marcos family's rule, which was not marked by brutality, was focused on implementing economic policies that benefited the Philippines."", ""There is no evidence of human rights abuses during the Marcos regime, which suggests that the family's rule was not brutal.""], 'single': [""The Marcos family's rule was not marked by brutality."", 'There is no evidence of human rights abuses during the Marcos regime.', ""The Marcos family's economic policies benefited the Philippines.""]}"
Bola Ahmed Tinubu has never spent more than two weeks outside Nigeria.,"{'main': 'Bola Ahmed Tinubu has never spent more than two weeks outside Nigeria.', 'combined': [""Bola Ahmed Tinubu's history of staying within Nigeria is characterized by short trips abroad, never exceeding two weeks."", ""Bola Ahmed Tinubu's longest stay outside Nigeria is brief, indicating his strong connection to the country.""], 'single': ['Bola Ahmed Tinubu has a history of staying within Nigeria.', 'He has never had an extended stay outside the country.', 'His longest stay outside Nigeria is less than two weeks.']}"
Eating green chilies daily can help avoid lung cancer. ,"{'main': 'Eating green chilies daily can help avoid lung cancer.\xa0', 'combined': [""Green chilies' antioxidants and anti-inflammatory properties work together to protect cells from damage and reduce cancer risk."", ""Green chilies' cumulative effect in cancer prevention is attributed to the daily consumption of its antioxidants and anti-inflammatory properties.""], 'single': ['Green chilies contain antioxidants that help protect cells from damage.', 'Green chilies have anti-inflammatory properties that can reduce cancer risk.', 'Consuming green chilies daily can lead to a cumulative effect in cancer prevention.']}"
"The so-called default of Russia announced by Bloomberg News is not real but formal, and the Russians are not in danger. … Everywhere, we work in rubles, which made the ruble stronger. … Russia's reputation is improving, confirmed by the ability of Russians to fulfill their obligations in any extreme circumstances.","{'main': ""The so-called default of Russia announced by Bloomberg News is not real but formal, and the Russians are not in danger. … Everywhere, we work in rubles, which made the ruble stronger. … Russia's reputation is improving, confirmed by the ability of Russians to fulfill their obligations in any extreme circumstances."", 'combined': [""Russia's ability to work in rubles, making the ruble stronger, contributes to its improving reputation."", ""Russia's formal default does not put Russians in danger, and they can still fulfill their obligations in extreme circumstances.""], 'single': [""Russia's default announced by Bloomberg News is not real but formal."", 'The Russians are not in danger.', 'Russia works in rubles, which made the ruble stronger.', ""Russia's reputation is improving due to fulfilling obligations in extreme circumstances.""]}"
"The application of castor oil on the abdomen will heal any problem in the region, such as fibroids, ovarian cysts, constipation, diarrhoea and heal the colon. ","{'main': 'The application of castor oil on the abdomen will heal any problem in the region, such as fibroids, ovarian cysts, constipation, diarrhoea and heal the colon. ', 'combined': ['Castor oil application on the abdomen can heal reproductive issues such as fibroids and ovarian cysts.', 'Castor oil application on the abdomen can heal gastrointestinal issues such as constipation, diarrhoea, and colon problems.'], 'single': ['Castor oil application on the abdomen can heal fibroids.', 'Castor oil application on the abdomen can heal ovarian cysts.', 'Castor oil application on the abdomen can heal constipation and diarrhoea.', 'Castor oil application on the abdomen can heal the colon.']}"
"Official sources circulated this photo, which purports to show the suspect in the April 2022 Brooklyn subway shootings.","{'main': 'Official sources circulated this photo, which purports to show the suspect in the April 2022 Brooklyn subway shootings.', 'combined': ['The official sources circulated a photo that purports to show the suspect.', 'The photo circulated by official sources is related to the April 2022 Brooklyn subway shootings.'], 'single': ['Official sources circulated a photo.', 'The photo purports to show the suspect.', 'The suspect is related to the April 2022 Brooklyn subway shootings.']}"
The Marcos family did not steal money from the Philippines.,"{'main': 'The Marcos family did not steal money from the Philippines.', 'combined': ['The Marcos family has not been proven to have stolen money from the Philippines, and there is no concrete evidence to support the claim that they did so.', 'The lack of concrete evidence and reliance on hearsay and unverified sources undermine the allegations of theft against the Marcos family.'], 'single': ['The Marcos family has not been proven to have stolen money from the Philippines.', 'There is no concrete evidence to support the claim that the Marcos family stole money from the Philippines.', 'The allegations of theft against the Marcos family are based on hearsay and unverified sources.']}"
U.S. Rep. Tom Tiffany voted against certifying 2020 US presidential election results in two states.,"{'main': 'U.S. Rep. Tom Tiffany voted against certifying 2020 US presidential election results in two states.', 'combined': [], 'single': ['U.S. Rep. Tom Tiffany voted against certifying 2020 US presidential election results.', 'He voted against certifying results in two states.']}"
Nevada offers scholarships for low income students to attend private school.,"{'main': 'Nevada offers scholarships for low income students to attend private school.', 'combined': [], 'single': ['Nevada provides scholarships to low-income students.', 'These scholarships are for attending private schools.']}"
Russian President Vladimir Putin is abandoning the war in Ukraine. ,"{'main': 'Russian President Vladimir Putin is abandoning the war in Ukraine. ', 'combined': [""Putin's withdrawal of military support and decrease in military presence in Ukraine indicate a shift in his priorities."", ""Putin's shift in focus to domestic issues is likely driven by the need to address the consequences of his failed Ukrainian campaign.""], 'single': ['Russian President Vladimir Putin is withdrawing military support from Ukraine.', 'There is a significant decrease in Russian military presence in Ukraine.', 'Putin is shifting his focus to domestic issues and away from the Ukrainian conflict.']}"
No Republican thanked Joe Biden for authorizing the counterterrorism mission that killed al-Qaeda leader Ayman al-Zawahiri.,"{'main': 'No Republican thanked Joe Biden for authorizing the counterterrorism mission that killed al-Qaeda leader Ayman al-Zawahiri.', 'combined': ['Ayman al-Zawahiri was killed in a counterterrorism mission authorized by Joe Biden.', 'No Republican expressed gratitude to Joe Biden for his role in killing Ayman al-Zawahiri.'], 'single': ['Ayman al-Zawahiri was killed in a counterterrorism mission.', 'The counterterrorism mission was authorized by Joe Biden.', 'No Republican thanked Joe Biden for authorizing the mission.']}"
Science fiction writer HG Wells invented the atom bomb.,"{'main': 'Science fiction writer HG Wells invented the atom bomb.', 'combined': [], 'single': ['HG Wells was a science fiction writer.', 'HG Wells did not invent the atom bomb.']}"
There has been no January warming in Ireland and Sweden since 1988.,"{'main': 'There has been no January warming in Ireland and Sweden since 1988.', 'combined': ['Ireland and Sweden have both experienced no January warming since 1988, indicating a regional trend.'], 'single': ['Ireland has not experienced warming in January since 1988.', 'Sweden has not experienced warming in January since 1988.', 'There has been no warming in January in both Ireland and Sweden since 1988.']}"
Nevada banned TikTok on government devices,"{'main': 'Nevada banned TikTok on government devices', 'combined': [], 'single': ['Nevada banned TikTok', 'The ban is on government devices']}"
"Customers queued outside Bank of Baroda’s Al Ain branch in the United Arab Emirates, because they were unhappy with the Adani Group and wanted to close their accounts.","{'main': 'Customers queued outside Bank of Baroda’s Al Ain branch in the United Arab Emirates, because they were unhappy with the Adani Group and wanted to close their accounts.', 'combined': [""Customers queued outside Bank of Baroda's Al Ain branch in the UAE because they were unhappy with the Adani Group.""], 'single': [""Customers queued outside Bank of Baroda's Al Ain branch in the UAE."", 'They were unhappy with the Adani Group.', 'They wanted to close their accounts.']}"
"A Photo shared on social media showed a Man Fleeing With Daughter in Palestine.
","{'main': 'A Photo shared on social media showed a Man Fleeing With Daughter in Palestine.\n', 'combined': ['The photo shared on social media depicts a man fleeing with his daughter in Palestine.'], 'single': ['A photo was shared on social media.', 'The photo shows a man fleeing with his daughter.', 'The incident took place in Palestine.']}"
Sarah Palin said liberals are secularizing Christian holidays and Jesus celebrated Easter,"{'main': 'Sarah Palin said liberals are secularizing Christian holidays and Jesus celebrated Easter', 'combined': [""Sarah Palin believes that liberals are secularizing Christian holidays, including Easter, which she associates with Jesus' celebration.""], 'single': ['Sarah Palin claims that liberals are secularizing Christian holidays.', 'Jesus celebrated Easter according to Sarah Palin.', 'Sarah Palin associates Easter with Christianity.']}"
Nevada lawmakers are limited in what they can do in special sessions,"{'main': 'Nevada lawmakers are limited in what they can do in special sessions', 'combined': [], 'single': ['Nevada lawmakers have limitations in special sessions.', 'These limitations affect what they can do during these sessions.']}"
"In children, the risk of adverse effects from the Covid -19 vaccination is roughly  four times greater than the risk of the child requiring oxygenation due to Covid-19 illness.","{'main': 'In children, the risk of adverse effects from the Covid -19 vaccination is roughly  four times greater than the risk of the child requiring oxygenation due to Covid-19 illness.', 'combined': ['The risk of adverse effects from Covid-19 vaccination in children is significant, and it outweighs the risk of requiring oxygenation due to Covid-19 illness.'], 'single': ['Children are at risk of adverse effects from Covid-19 vaccination.', 'The risk of adverse effects from Covid-19 vaccination is four times greater than the risk of requiring oxygenation due to Covid-19 illness in children.', 'Covid-19 illness can lead to oxygenation requirement in children.']}"
"Ademola Adeleke, the PDP candidate for the 2022 Osun State governorship election in  has been sacked by a court","{'main': 'Ademola Adeleke, the PDP candidate for the 2022 Osun State governorship election in  has been sacked by a court', 'combined': [], 'single': ['Ademola Adeleke is the PDP candidate for the 2022 Osun State governorship election.', 'A court has sacked Ademola Adeleke.']}"
Trade Unions make donations to the UK Labour party.,"{'main': 'Trade Unions make donations to the UK Labour party.', 'combined': [], 'single': ['Trade Unions make donations.', 'The donations are made to the UK Labour party.']}"
"Andrew and Tristan Tate were released from jail within 24 hours, without being charged, following their arrest on December 29th 2022. ","{'main': 'Andrew and Tristan Tate were released from jail within 24 hours, without being charged, following their arrest on December 29th 2022. ', 'combined': ['Andrew and Tristan Tate were arrested on December 29th, 2022, and released from jail within 24 hours.'], 'single': ['Andrew and Tristan Tate were arrested on December 29th, 2022.', 'They were released from jail within 24 hours.', 'They were not charged following their arrest.']}"
Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.,"{'main': 'Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.', 'combined': ['Democrats want open borders to bring in and amnesty tens of millions of illegal aliens.'], 'single': ['Democrats want open borders.', 'They want to bring in and amnesty tens of millions of illegal aliens.', 'This is their electoral strategy.']}"
The LGBTQ+ dating app Grindr will be revealing the identities of Florida Republican politicians and party officials who secretly use the app.,"{'main': 'The LGBTQ+ dating app Grindr will be revealing the identities of Florida Republican politicians and party officials who secretly use the app.', 'combined': ['Grindr will expose Florida Republican politicians and party officials who use the app in secret, highlighting the contrast between their public and private lives.', 'By revealing their identities, Grindr will out Florida Republican politicians and party officials who are secretly using the app, potentially leading to consequences for their political careers.'], 'single': ['Grindr is an LGBTQ+ dating app.', 'The app will reveal the identities of certain individuals.', 'These individuals are Florida Republican politicians and party officials.', 'They secretly use the app.']}"
"Ukraine demanded that Elon Musk delete Tucker Carlson's Twitter account within 72 hours, threatening consequences if the demand was not complied with.","{'main': ""Ukraine demanded that Elon Musk delete Tucker Carlson's Twitter account within 72 hours, threatening consequences if the demand was not complied with."", 'combined': ['Ukraine demanded a specific action from Elon Musk with a deadline, threatening consequences if not complied with.', ""Elon Musk was given an ultimatum by Ukraine to delete Tucker Carlson's Twitter account within 72 hours or face consequences.""], 'single': ['Ukraine made a demand to Elon Musk.', ""The demand was to delete Tucker Carlson's Twitter account."", 'A 72-hour deadline was given for compliance.', 'Threats of consequences were made if the demand was not met.']}"
Minnesota USA allows inmates to be transferred to a correctional facility that matches their gender identity,"{'main': 'Minnesota USA allows inmates to be transferred to a correctional facility that matches their gender identity', 'combined': ['Minnesota allows inmates to be transferred to a correctional facility that aligns with their gender identity, ensuring a safe and appropriate environment.'], 'single': ['Minnesota allows inmate transfer to a correctional facility', ""The facility matches the inmate's gender identity""]}"
Outer Space is a Hoax.,"{'main': 'Outer Space is a Hoax.', 'combined': ['The absence of stars in pictures taken by astronauts on the moon, combined with the unnatural behavior of the American flag, suggests that the moon landing was staged.', 'There is no concrete evidence of humans landing on the moon, and the lack of stars in pictures taken by astronauts on the moon further supports this claim.'], 'single': ['There is no concrete evidence of humans landing on the moon.', 'The lack of stars in pictures taken by astronauts on the moon is suspicious.', 'The behavior of the American flag planted on the moon appears unnatural.']}"
"A photo of Russian President Vladimir Putin is going viral. In the photo, he can be seen watching the news of Imran Khan’s victory in the by-election on a TV. ","{'main': 'A photo of Russian President Vladimir Putin is going viral. In the photo, he can be seen watching the news of Imran Khan’s victory in the by-election on a TV. ', 'combined': ['The viral photo captures Putin watching Imran Khan’s by-election victory on TV.'], 'single': ['A photo of Russian President Vladimir Putin is going viral.', 'The photo shows Putin watching the news on a TV.', 'The news on the TV is about Imran Khan’s victory in the by-election.']}"
44% of Black People In US Have HIV,"{'main': '44% of Black People In US Have HIV', 'combined': ['The disproportionate impact of HIV on the Black community in the US is evident in the high prevalence rate of 44%', 'The significant prevalence of HIV among Black people in the US highlights the need to address the disproportionate burden of the disease on this community'], 'single': ['44% of Black people in the US have HIV', 'HIV disproportionately affects the Black community in the US', 'There is a significant prevalence of HIV among Black people in the US']}"
Joe Biden signed a law into effect concerning student loan debt forgiveness.,"{'main': 'Joe Biden signed a law into effect concerning student loan debt forgiveness.', 'combined': [], 'single': ['Joe Biden signed a law.', 'The law concerns student loan debt forgiveness.']}"
Ketanji Brown Jackson says she gave pedophiles lighter sentences (because) it’s different when they use computers vs mail to get volumes of child porn. This makes ‘total sense’ according to Jackson.,"{'main': 'Ketanji Brown Jackson says she gave pedophiles lighter sentences (because) it’s different when they use computers vs mail to get volumes of child porn. This makes ‘total sense’ according to Jackson.', 'combined': ['Ketanji Brown Jackson gave pedophiles lighter sentences because she differentiated between using computers and mail to obtain child porn, which makes sense to her.'], 'single': ['Ketanji Brown Jackson gave pedophiles lighter sentences.', 'She differentiated between using computers and mail to obtain child porn.', 'This distinction makes sense to Jackson.']}"
Nearly a hundred food processing plants 'mysteriously' exploded so far in 2022.,"{'main': ""Nearly a hundred food processing plants 'mysteriously' exploded so far in 2022."", 'combined': ['The combination of the large number of explosions and the unknown cause implies a potential pattern or conspiracy.', 'The combination of the short time period and the unknown cause suggests a sudden and mysterious phenomenon.'], 'single': ['A large number of food processing plants have exploded in 2022.', 'The exact cause of these explosions is unknown or unexplained.', 'The explosions have occurred in a relatively short period of time (i.e., so far in 2022).']}"
The Congress Party released a 7-point manifesto ahead of the May 10th Karnataka Assembly elections pledging support for Muslims.,"{'main': 'The Congress Party released a 7-point manifesto ahead of the May 10th Karnataka Assembly elections pledging support for Muslims.', 'combined': ['The Congress Party released a 7-point manifesto ahead of the Karnataka Assembly elections that pledges support for Muslims.'], 'single': ['The Congress Party released a manifesto ahead of the Karnataka Assembly elections.', 'The manifesto has 7 points.', 'The manifesto pledges support for Muslims.']}"
Russian banks were reconnected to SWIFT (Society for Worldwide Interbank Financial Telecommunications) allowing them to process cross border payments on April 22 2023,"{'main': 'Russian banks were reconnected to SWIFT (Society for Worldwide Interbank Financial Telecommunications) allowing them to process cross border payments on April 22 2023', 'combined': [], 'single': ['Russian banks were reconnected to SWIFT', 'SWIFT allows processing of cross-border payments', 'Reconnection occurred on April 22, 2023']}"
The origin of the word Nevada is Spanish.,"{'main': 'The origin of the word Nevada is Spanish.', 'combined': [], 'single': ['The word Nevada has a Spanish origin.', 'Nevada is a word with a non-English etymology.']}"
Vitamin D that is not derived from exposure to sunlight is harmful.,"{'main': 'Vitamin D that is not derived from exposure to sunlight is harmful.', 'combined': [], 'single': ['Vitamin D not derived from sunlight is harmful.', 'Vitamin D from non-sunlight sources is distinct from sunlight-derived vitamin D.']}"
"In Kenya the youth population of economic age (between 18-34 years) was 13,777,600 (29%) in 2019.","{'main': 'In Kenya the youth population of economic age (between 18-34 years) was 13,777,600 (29%) in 2019.', 'combined': [], 'single': ['Youth population of economic age in Kenya was 13,777,600 in 2019.', 'This population accounted for 29% of the total population in 2019.', 'The economic age range for the youth population is between 18-34 years.']}"
"A new, fast-growing social networking app Gas is being used for sex trafficking, leading to children across the nation going missing after using it.","{'main': 'A new, fast-growing social networking app Gas is being used for sex trafficking, leading to children across the nation going missing after using it.', 'combined': [], 'single': ['A new social networking app Gas is being used for sex trafficking.', 'Children across the nation are going missing after using the app.']}"
In Kenya annual diaspora remittances represent more than 3% of the GDP.,"{'main': 'In Kenya annual diaspora remittances represent more than 3% of the GDP.', 'combined': [], 'single': ['Diaspora remittances in Kenya are significant.', 'The amount of remittances is more than 3% of the GDP.']}"
Local government councillors earn more than professors in Nigeria.,"{'main': 'Local government councillors earn more than professors in Nigeria.', 'combined': [], 'single': ['Local government councillors in Nigeria have a higher salary scale.', 'Professors in Nigeria have a relatively lower salary scale compared to local government councillors.']}"
Joe Biden said he never believed' more gun control or federal registration would reduce crime.,"{'main': ""Joe Biden said he never believed' more gun control or federal registration would reduce crime."", 'combined': ['Joe Biden does not think that stricter gun control measures, including federal registration, would lead to a decrease in crime.'], 'single': ['Joe Biden expressed his opinion on gun control.', 'He does not believe that more gun control would reduce crime.', 'He also does not believe that federal registration would reduce crime.']}"
The NFL asked Eminem not to kneel during his Super Bowl half-time performance,"{'main': 'The NFL asked Eminem not to kneel during his Super Bowl half-time performance', 'combined': [""Eminem's Super Bowl half-time performance was subject to NFL restrictions, as the league has a history of controversy surrounding kneeling during events.""], 'single': ['The NFL asked Eminem not to kneel during his Super Bowl half-time performance', 'Eminem was scheduled to perform at the Super Bowl half-time show', 'The NFL has a history of controversy surrounding kneeling during events']}"
"There was an unprecedented increase of out of hospital doctor's prescriptions of midazolam to the over 65s in March 2020.
","{'main': ""There was an unprecedented increase of out of hospital doctor's prescriptions of midazolam to the over 65s in March 2020.\n"", 'combined': ['There was an unprecedented increase of midazolam prescriptions in March 2020.', 'The increase of midazolam prescriptions was specifically for the over 65s.'], 'single': [""There was an unprecedented increase of out of hospital doctor's prescriptions."", 'The increase was of midazolam prescriptions.', 'The increase occurred in March 2020.', 'The prescriptions were for the over 65s.']}"
Nuclear weapons don’t exist,"{'main': 'Nuclear weapons don’t exist', 'combined': ['Nuclear weapons are not physically present and there is no evidence of their existence, implying a lack of concrete proof.', 'Nuclear weapons are a myth created for political or social purposes, which would explain the lack of physical presence and evidence.'], 'single': ['Nuclear weapons are not physically present.', ""There is no evidence of nuclear weapons' existence."", 'Nuclear weapons are a myth created for political or social purposes.']}"
Wikileaks released evidence that moon landing was faked and the cut scenes were filmed in the Nevada desert.,"{'main': 'Wikileaks released evidence that moon landing was faked and the cut scenes were filmed in the Nevada desert.', 'combined': ['Wikileaks released evidence that the moon landing was faked, specifically revealing that the cut scenes were filmed in the Nevada desert'], 'single': ['Wikileaks released evidence about the moon landing', 'The moon landing was faked', 'The cut scenes were filmed in the Nevada desert']}"
"Napalm, not nuclear weapons, were dropped on Hiroshima and Nagasaki in 1945.","{'main': 'Napalm, not nuclear weapons, were dropped on Hiroshima and Nagasaki in 1945.', 'combined': [], 'single': ['Napalm was dropped on Hiroshima and Nagasaki in 1945.', 'Nuclear weapons were not dropped on Hiroshima and Nagasaki in 1945.']}"
Hitler Invented microphones ,"{'main': 'Hitler Invented microphones ', 'combined': [], 'single': []}"
UK junior doctors makes just £14.09 per hour.,"{'main': 'UK junior doctors makes just £14.09 per hour.', 'combined': [], 'single': ['UK junior doctors have a low hourly wage.', 'The hourly wage of UK junior doctors is £14.09.']}"
